club_name,club_tm_id,league,season,market_value_m,club_url
Racing de Ferrol,1176,La Liga 2,2024-2025,10.25,https://www.transfermarkt.fr/racing-ferrol/startseite/verein/1176/saison_id/2024
Real Oviedo,2497,La Liga 2,2024-2025,35.68,https://www.transfermarkt.fr/real-oviedo/startseite/verein/2497/saison_id/2024
Real Zaragoza,142,La Liga 2,2024-2025,37.28,https://www.transfermarkt.fr/real-saragossa/startseite/verein/142/saison_id/2024
SD Eibar,1533,La Liga 2,2024-2025,22.2,https://www.transfermarkt.fr/sd-eibar/startseite/verein/1533/saison_id/2024
SD Huesca,5358,La Liga 2,2024-2025,14.7,https://www.transfermarkt.fr/sd-huesca/startseite/verein/5358/saison_id/2024
Sporting Gijón,2448,La Liga 2,2024-2025,26.75,https://www.transfermarkt.fr/sporting-gijon/startseite/verein/2448/saison_id/2024
UD Almería,3302,La Liga 2,2024-2025,68.75,https://www.transfermarkt.fr/ud-almeria/startseite/verein/3302/saison_id/2024
UD Levante,3368,La Liga 2,2024-2025,38.55,https://www.transfermarkt.fr/ud-levante/startseite/verein/3368/saison_id/2024
AS Monaco,162,Ligue 1,2017-2018,529.8,https://www.transfermarkt.fr/as-monaco/startseite/verein/162/saison_id/2017
AS Saint-Étienne,618,Ligue 1,2017-2018,106.88,https://www.transfermarkt.fr/as-saint-etienne/startseite/verein/618/saison_id/2017
Amiens SC,1416,Ligue 1,2017-2018,69.85,https://www.transfermarkt.fr/amiens-sc/startseite/verein/1416/saison_id/2017
Angers SCO,1420,Ligue 1,2017-2018,69.55,https://www.transfermarkt.fr/sco-angers/startseite/verein/1420/saison_id/2017
Dijon FCO,2969,Ligue 1,2017-2018,70.3,https://www.transfermarkt.fr/dijon-fco/startseite/verein/2969/saison_id/2017
EA Guingamp,855,Ligue 1,2017-2018,51.9,https://www.transfermarkt.fr/ea-guingamp/startseite/verein/855/saison_id/2017
ESTAC Troyes,1095,Ligue 1,2017-2018,45.05,https://www.transfermarkt.fr/es-troyes-ac/startseite/verein/1095/saison_id/2017
FC Girondins de Bordeaux,40,Ligue 1,2017-2018,155.45,https://www.transfermarkt.fr/fc-girondins-bordeaux/startseite/verein/40/saison_id/2017
FC Metz,347,Ligue 1,2017-2018,51.2,https://www.transfermarkt.fr/fc-metz/startseite/verein/347/saison_id/2017
FC Nantes,995,Ligue 1,2017-2018,105.7,https://www.transfermarkt.fr/fc-nantes/startseite/verein/995/saison_id/2017
LOSC Lille,1082,Ligue 1,2017-2018,96.75,https://www.transfermarkt.fr/losc-lille/startseite/verein/1082/saison_id/2017
Montpellier Hérault SC,969,Ligue 1,2017-2018,71.85,https://www.transfermarkt.fr/montpellier-hsc/startseite/verein/969/saison_id/2017
OGC Nice,417,Ligue 1,2017-2018,204.1,https://www.transfermarkt.fr/ogc-nizza/startseite/verein/417/saison_id/2017
Olympique Lyonnais,1041,Ligue 1,2017-2018,363.8,https://www.transfermarkt.fr/olympique-lyon/startseite/verein/1041/saison_id/2017
Olympique de Marseille,244,Ligue 1,2017-2018,236.8,https://www.transfermarkt.fr/olympique-marseille/startseite/verein/244/saison_id/2017
Paris Saint-Germain,583,Ligue 1,2017-2018,900.1,https://www.transfermarkt.fr/fc-paris-saint-germain/startseite/verein/583/saison_id/2017
RC Strasbourg Alsace,667,Ligue 1,2017-2018,45.6,https://www.transfermarkt.fr/rc-strassburg-alsace/startseite/verein/667/saison_id/2017
SM Caen,1162,Ligue 1,2017-2018,60.1,https://www.transfermarkt.fr/sm-caen/startseite/verein/1162/saison_id/2017
Stade Rennais FC,273,Ligue 1,2017-2018,131.25,https://www.transfermarkt.fr/fc-stade-rennes/startseite/verein/273/saison_id/2017
Toulouse FC,415,Ligue 1,2017-2018,110.45,https://www.transfermarkt.fr/fc-toulouse/startseite/verein/415/saison_id/2017
AS Monaco,162,Ligue 1,2018-2019,385.83,https://www.transfermarkt.fr/as-monaco/startseite/verein/162/saison_id/2018
AS Saint-Étienne,618,Ligue 1,2018-2019,131.25,https://www.transfermarkt.fr/as-saint-etienne/startseite/verein/618/saison_id/2018
Amiens SC,1416,Ligue 1,2018-2019,70.5,https://www.transfermarkt.fr/amiens-sc/startseite/verein/1416/saison_id/2018
Angers SCO,1420,Ligue 1,2018-2019,79.7,https://www.transfermarkt.fr/sco-angers/startseite/verein/1420/saison_id/2018
Dijon FCO,2969,Ligue 1,2018-2019,65.8,https://www.transfermarkt.fr/dijon-fco/startseite/verein/2969/saison_id/2018
EA Guingamp,855,Ligue 1,2018-2019,70.65,https://www.transfermarkt.fr/ea-guingamp/startseite/verein/855/saison_id/2018
FC Girondins de Bordeaux,40,Ligue 1,2018-2019,179.0,https://www.transfermarkt.fr/fc-girondins-bordeaux/startseite/verein/40/saison_id/2018
FC Nantes,995,Ligue 1,2018-2019,119.5,https://www.transfermarkt.fr/fc-nantes/startseite/verein/995/saison_id/2018
LOSC Lille,1082,Ligue 1,2018-2019,267.55,https://www.transfermarkt.fr/losc-lille/startseite/verein/1082/saison_id/2018
Montpellier Hérault SC,969,Ligue 1,2018-2019,109.85,https://www.transfermarkt.fr/montpellier-hsc/startseite/verein/969/saison_id/2018
Nîmes Olympique,1160,Ligue 1,2018-2019,88.15,https://www.transfermarkt.fr/nimes-olympique/startseite/verein/1160/saison_id/2018
OGC Nice,417,Ligue 1,2018-2019,183.2,https://www.transfermarkt.fr/ogc-nizza/startseite/verein/417/saison_id/2018
Olympique Lyonnais,1041,Ligue 1,2018-2019,467.95,https://www.transfermarkt.fr/olympique-lyon/startseite/verein/1041/saison_id/2018
Olympique de Marseille,244,Ligue 1,2018-2019,258.35,https://www.transfermarkt.fr/olympique-marseille/startseite/verein/244/saison_id/2018
Paris Saint-Germain,583,Ligue 1,2018-2019,1010.0,https://www.transfermarkt.fr/fc-paris-saint-germain/startseite/verein/583/saison_id/2018
RC Strasbourg Alsace,667,Ligue 1,2018-2019,98.0,https://www.transfermarkt.fr/rc-strassburg-alsace/startseite/verein/667/saison_id/2018
SM Caen,1162,Ligue 1,2018-2019,67.55,https://www.transfermarkt.fr/sm-caen/startseite/verein/1162/saison_id/2018
Stade Rennais FC,273,Ligue 1,2018-2019,168.45,https://www.transfermarkt.fr/fc-stade-rennes/startseite/verein/273/saison_id/2018
Stade de Reims,1421,Ligue 1,2018-2019,86.95,https://www.transfermarkt.fr/stade-reims/startseite/verein/1421/saison_id/2018
Toulouse FC,415,Ligue 1,2018-2019,113.25,https://www.transfermarkt.fr/fc-toulouse/startseite/verein/415/saison_id/2018
AS Monaco,162,Ligue 1,2019-2020,331.03,https://www.transfermarkt.fr/as-monaco/startseite/verein/162/saison_id/2019
AS Saint-Étienne,618,Ligue 1,2019-2020,104.83,https://www.transfermarkt.fr/as-saint-etienne/startseite/verein/618/saison_id/2019
Amiens SC,1416,Ligue 1,2019-2020,61.93,https://www.transfermarkt.fr/amiens-sc/startseite/verein/1416/saison_id/2019
Angers SCO,1420,Ligue 1,2019-2020,89.48,https://www.transfermarkt.fr/sco-angers/startseite/verein/1420/saison_id/2019
Dijon FCO,2969,Ligue 1,2019-2020,50.23,https://www.transfermarkt.fr/dijon-fco/startseite/verein/2969/saison_id/2019
FC Girondins de Bordeaux,40,Ligue 1,2019-2020,125.35,https://www.transfermarkt.fr/fc-girondins-bordeaux/startseite/verein/40/saison_id/2019
FC Metz,347,Ligue 1,2019-2020,54.1,https://www.transfermarkt.fr/fc-metz/startseite/verein/347/saison_id/2019
FC Nantes,995,Ligue 1,2019-2020,106.15,https://www.transfermarkt.fr/fc-nantes/startseite/verein/995/saison_id/2019
LOSC Lille,1082,Ligue 1,2019-2020,247.78,https://www.transfermarkt.fr/losc-lille/startseite/verein/1082/saison_id/2019
Montpellier Hérault SC,969,Ligue 1,2019-2020,81.68,https://www.transfermarkt.fr/montpellier-hsc/startseite/verein/969/saison_id/2019
Nîmes Olympique,1160,Ligue 1,2019-2020,49.65,https://www.transfermarkt.fr/nimes-olympique/startseite/verein/1160/saison_id/2019
OGC Nice,417,Ligue 1,2019-2020,173.45,https://www.transfermarkt.fr/ogc-nizza/startseite/verein/417/saison_id/2019
Olympique Lyonnais,1041,Ligue 1,2019-2020,384.55,https://www.transfermarkt.fr/olympique-lyon/startseite/verein/1041/saison_id/2019
Olympique de Marseille,244,Ligue 1,2019-2020,216.15,https://www.transfermarkt.fr/olympique-marseille/startseite/verein/244/saison_id/2019
Paris Saint-Germain,583,Ligue 1,2019-2020,874.15,https://www.transfermarkt.fr/fc-paris-saint-germain/startseite/verein/583/saison_id/2019
RC Strasbourg Alsace,667,Ligue 1,2019-2020,91.13,https://www.transfermarkt.fr/rc-strassburg-alsace/startseite/verein/667/saison_id/2019
Stade Brestois 29,3911,Ligue 1,2019-2020,47.78,https://www.transfermarkt.fr/stade-brest-29/startseite/verein/3911/saison_id/2019
Stade Rennais FC,273,Ligue 1,2019-2020,171.88,https://www.transfermarkt.fr/fc-stade-rennes/startseite/verein/273/saison_id/2019
Stade de Reims,1421,Ligue 1,2019-2020,81.68,https://www.transfermarkt.fr/stade-reims/startseite/verein/1421/saison_id/2019
Toulouse FC,415,Ligue 1,2019-2020,71.88,https://www.transfermarkt.fr/fc-toulouse/startseite/verein/415/saison_id/2019
AS Monaco,162,Ligue 1,2020-2021,370.35,https://www.transfermarkt.fr/as-monaco/startseite/verein/162/saison_id/2020
AS Saint-Étienne,618,Ligue 1,2020-2021,154.5,https://www.transfermarkt.fr/as-saint-etienne/startseite/verein/618/saison_id/2020
Angers SCO,1420,Ligue 1,2020-2021,111.65,https://www.transfermarkt.fr/sco-angers/startseite/verein/1420/saison_id/2020
Dijon FCO,2969,Ligue 1,2020-2021,65.63,https://www.transfermarkt.fr/dijon-fco/startseite/verein/2969/saison_id/2020
FC Girondins de Bordeaux,40,Ligue 1,2020-2021,105.7,https://www.transfermarkt.fr/fc-girondins-bordeaux/startseite/verein/40/saison_id/2020
FC Lorient,1158,Ligue 1,2020-2021,72.88,https://www.transfermarkt.fr/fc-lorient/startseite/verein/1158/saison_id/2020
FC Metz,347,Ligue 1,2020-2021,103.5,https://www.transfermarkt.fr/fc-metz/startseite/verein/347/saison_id/2020
FC Nantes,995,Ligue 1,2020-2021,94.75,https://www.transfermarkt.fr/fc-nantes/startseite/verein/995/saison_id/2020
LOSC Lille,1082,Ligue 1,2020-2021,323.2,https://www.transfermarkt.fr/losc-lille/startseite/verein/1082/saison_id/2020
Montpellier Hérault SC,969,Ligue 1,2020-2021,113.85,https://www.transfermarkt.fr/montpellier-hsc/startseite/verein/969/saison_id/2020
Nîmes Olympique,1160,Ligue 1,2020-2021,60.4,https://www.transfermarkt.fr/nimes-olympique/startseite/verein/1160/saison_id/2020
OGC Nice,417,Ligue 1,2020-2021,236.1,https://www.transfermarkt.fr/ogc-nizza/startseite/verein/417/saison_id/2020
Olympique Lyonnais,1041,Ligue 1,2020-2021,431.35,https://www.transfermarkt.fr/olympique-lyon/startseite/verein/1041/saison_id/2020
Olympique de Marseille,244,Ligue 1,2020-2021,247.95,https://www.transfermarkt.fr/olympique-marseille/startseite/verein/244/saison_id/2020
Paris Saint-Germain,583,Ligue 1,2020-2021,805.0,https://www.transfermarkt.fr/fc-paris-saint-germain/startseite/verein/583/saison_id/2020
RC Lens,826,Ligue 1,2020-2021,104.3,https://www.transfermarkt.fr/rc-lens/startseite/verein/826/saison_id/2020
RC Strasbourg Alsace,667,Ligue 1,2020-2021,109.65,https://www.transfermarkt.fr/rc-strassburg-alsace/startseite/verein/667/saison_id/2020
Stade Brestois 29,3911,Ligue 1,2020-2021,103.23,https://www.transfermarkt.fr/stade-brest-29/startseite/verein/3911/saison_id/2020
Stade Rennais FC,273,Ligue 1,2020-2021,297.5,https://www.transfermarkt.fr/fc-stade-rennes/startseite/verein/273/saison_id/2020
Stade de Reims,1421,Ligue 1,2020-2021,105.18,https://www.transfermarkt.fr/stade-reims/startseite/verein/1421/saison_id/2020
AS Monaco,162,Ligue 1,2021-2022,396.0,https://www.transfermarkt.fr/as-monaco/startseite/verein/162/saison_id/2021
AS Saint-Étienne,618,Ligue 1,2021-2022,105.65,https://www.transfermarkt.fr/as-saint-etienne/startseite/verein/618/saison_id/2021
Angers SCO,1420,Ligue 1,2021-2022,89.5,https://www.transfermarkt.fr/sco-angers/startseite/verein/1420/saison_id/2021
Clermont Foot 63,3524,Ligue 1,2021-2022,55.1,https://www.transfermarkt.fr/clermont-foot-63/startseite/verein/3524/saison_id/2021
ESTAC Troyes,1095,Ligue 1,2021-2022,73.2,https://www.transfermarkt.fr/es-troyes-ac/startseite/verein/1095/saison_id/2021
FC Girondins de Bordeaux,40,Ligue 1,2021-2022,116.85,https://www.transfermarkt.fr/fc-girondins-bordeaux/startseite/verein/40/saison_id/2021
FC Lorient,1158,Ligue 1,2021-2022,61.3,https://www.transfermarkt.fr/fc-lorient/startseite/verein/1158/saison_id/2021
FC Metz,347,Ligue 1,2021-2022,91.05,https://www.transfermarkt.fr/fc-metz/startseite/verein/347/saison_id/2021
FC Nantes,995,Ligue 1,2021-2022,112.65,https://www.transfermarkt.fr/fc-nantes/startseite/verein/995/saison_id/2021
LOSC Lille,1082,Ligue 1,2021-2022,306.88,https://www.transfermarkt.fr/losc-lille/startseite/verein/1082/saison_id/2021
Montpellier Hérault SC,969,Ligue 1,2021-2022,144.6,https://www.transfermarkt.fr/montpellier-hsc/startseite/verein/969/saison_id/2021
OGC Nice,417,Ligue 1,2021-2022,266.05,https://www.transfermarkt.fr/ogc-nizza/startseite/verein/417/saison_id/2021
Olympique Lyonnais,1041,Ligue 1,2021-2022,397.7,https://www.transfermarkt.fr/olympique-lyon/startseite/verein/1041/saison_id/2021
Olympique de Marseille,244,Ligue 1,2021-2022,284.7,https://www.transfermarkt.fr/olympique-marseille/startseite/verein/244/saison_id/2021
Paris Saint-Germain,583,Ligue 1,2021-2022,875.15,https://www.transfermarkt.fr/fc-paris-saint-germain/startseite/verein/583/saison_id/2021
RC Lens,826,Ligue 1,2021-2022,154.05,https://www.transfermarkt.fr/rc-lens/startseite/verein/826/saison_id/2021
RC Strasbourg Alsace,667,Ligue 1,2021-2022,120.05,https://www.transfermarkt.fr/rc-strassburg-alsace/startseite/verein/667/saison_id/2021
Stade Brestois 29,3911,Ligue 1,2021-2022,103.15,https://www.transfermarkt.fr/stade-brest-29/startseite/verein/3911/saison_id/2021
Stade Rennais FC,273,Ligue 1,2021-2022,305.35,https://www.transfermarkt.fr/fc-stade-rennes/startseite/verein/273/saison_id/2021
Stade de Reims,1421,Ligue 1,2021-2022,149.4,https://www.transfermarkt.fr/stade-reims/startseite/verein/1421/saison_id/2021
AC Ajaccio,1147,Ligue 1,2022-2023,27.0,https://www.transfermarkt.fr/ac-ajaccio/startseite/verein/1147/saison_id/2022
AJ Auxerre,290,Ligue 1,2022-2023,54.8,https://www.transfermarkt.fr/aj-auxerre/startseite/verein/290/saison_id/2022
AS Monaco,162,Ligue 1,2022-2023,368.3,https://www.transfermarkt.fr/as-monaco/startseite/verein/162/saison_id/2022
Angers SCO,1420,Ligue 1,2022-2023,71.8,https://www.transfermarkt.fr/sco-angers/startseite/verein/1420/saison_id/2022
Clermont Foot 63,3524,Ligue 1,2022-2023,48.0,https://www.transfermarkt.fr/clermont-foot-63/startseite/verein/3524/saison_id/2022
ESTAC Troyes,1095,Ligue 1,2022-2023,76.3,https://www.transfermarkt.fr/es-troyes-ac/startseite/verein/1095/saison_id/2022
FC Lorient,1158,Ligue 1,2022-2023,175.45,https://www.transfermarkt.fr/fc-lorient/startseite/verein/1158/saison_id/2022
FC Nantes,995,Ligue 1,2022-2023,119.28,https://www.transfermarkt.fr/fc-nantes/startseite/verein/995/saison_id/2022
LOSC Lille,1082,Ligue 1,2022-2023,247.95,https://www.transfermarkt.fr/losc-lille/startseite/verein/1082/saison_id/2022
Montpellier Hérault SC,969,Ligue 1,2022-2023,142.9,https://www.transfermarkt.fr/montpellier-hsc/startseite/verein/969/saison_id/2022
OGC Nice,417,Ligue 1,2022-2023,310.8,https://www.transfermarkt.fr/ogc-nizza/startseite/verein/417/saison_id/2022
Olympique Lyonnais,1041,Ligue 1,2022-2023,350.95,https://www.transfermarkt.fr/olympique-lyon/startseite/verein/1041/saison_id/2022
Olympique de Marseille,244,Ligue 1,2022-2023,331.55,https://www.transfermarkt.fr/olympique-marseille/startseite/verein/244/saison_id/2022
Paris Saint-Germain,583,Ligue 1,2022-2023,891.1,https://www.transfermarkt.fr/fc-paris-saint-germain/startseite/verein/583/saison_id/2022
RC Lens,826,Ligue 1,2022-2023,238.2,https://www.transfermarkt.fr/rc-lens/startseite/verein/826/saison_id/2022
RC Strasbourg Alsace,667,Ligue 1,2022-2023,123.55,https://www.transfermarkt.fr/rc-strassburg-alsace/startseite/verein/667/saison_id/2022
Stade Brestois 29,3911,Ligue 1,2022-2023,76.65,https://www.transfermarkt.fr/stade-brest-29/startseite/verein/3911/saison_id/2022
Stade Rennais FC,273,Ligue 1,2022-2023,387.75,https://www.transfermarkt.fr/fc-stade-rennes/startseite/verein/273/saison_id/2022
Stade de Reims,1421,Ligue 1,2022-2023,159.05,https://www.transfermarkt.fr/stade-reims/startseite/verein/1421/saison_id/2022
Toulouse FC,415,Ligue 1,2022-2023,104.8,https://www.transfermarkt.fr/fc-toulouse/startseite/verein/415/saison_id/2022
AS Monaco,162,Ligue 1,2023-2024,398.55,https://www.transfermarkt.fr/as-monaco/startseite/verein/162/saison_id/2023
Clermont Foot 63,3524,Ligue 1,2023-2024,61.35,https://www.transfermarkt.fr/clermont-foot-63/startseite/verein/3524/saison_id/2023
FC Lorient,1158,Ligue 1,2023-2024,131.85,https://www.transfermarkt.fr/fc-lorient/startseite/verein/1158/saison_id/2023
FC Metz,347,Ligue 1,2023-2024,65.4,https://www.transfermarkt.fr/fc-metz/startseite/verein/347/saison_id/2023
FC Nantes,995,Ligue 1,2023-2024,125.9,https://www.transfermarkt.fr/fc-nantes/startseite/verein/995/saison_id/2023
LOSC Lille,1082,Ligue 1,2023-2024,328.9,https://www.transfermarkt.fr/losc-lille/startseite/verein/1082/saison_id/2023
Le Havre AC,738,Ligue 1,2023-2024,72.5,https://www.transfermarkt.fr/ac-le-havre/startseite/verein/738/saison_id/2023
Montpellier Hérault SC,969,Ligue 1,2023-2024,145.58,https://www.transfermarkt.fr/montpellier-hsc/startseite/verein/969/saison_id/2023
OGC Nice,417,Ligue 1,2023-2024,268.78,https://www.transfermarkt.fr/ogc-nizza/startseite/verein/417/saison_id/2023
Olympique Lyonnais,1041,Ligue 1,2023-2024,305.95,https://www.transfermarkt.fr/olympique-lyon/startseite/verein/1041/saison_id/2023
Olympique de Marseille,244,Ligue 1,2023-2024,311.4,https://www.transfermarkt.fr/olympique-marseille/startseite/verein/244/saison_id/2023
Paris Saint-Germain,583,Ligue 1,2023-2024,1020.0,https://www.transfermarkt.fr/fc-paris-saint-germain/startseite/verein/583/saison_id/2023
RC Lens,826,Ligue 1,2023-2024,205.6,https://www.transfermarkt.fr/rc-lens/startseite/verein/826/saison_id/2023
RC Strasbourg Alsace,667,Ligue 1,2023-2024,157.7,https://www.transfermarkt.fr/rc-strassburg-alsace/startseite/verein/667/saison_id/2023
Stade Brestois 29,3911,Ligue 1,2023-2024,115.15,https://www.transfermarkt.fr/stade-brest-29/startseite/verein/3911/saison_id/2023
Stade Rennais FC,273,Ligue 1,2023-2024,375.35,https://www.transfermarkt.fr/fc-stade-rennes/startseite/verein/273/saison_id/2023
Stade de Reims,1421,Ligue 1,2023-2024,134.55,https://www.transfermarkt.fr/stade-reims/startseite/verein/1421/saison_id/2023
Toulouse FC,415,Ligue 1,2023-2024,145.2,https://www.transfermarkt.fr/fc-toulouse/startseite/verein/415/saison_id/2023
AJ Auxerre,290,Ligue 1,2024-2025,86.9,https://www.transfermarkt.fr/aj-auxerre/startseite/verein/290/saison_id/2024
AS Monaco,162,Ligue 1,2024-2025,411.15,https://www.transfermarkt.fr/as-monaco/startseite/verein/162/saison_id/2024
AS Saint-Étienne,618,Ligue 1,2024-2025,81.6,https://www.transfermarkt.fr/as-saint-etienne/startseite/verein/618/saison_id/2024
Angers SCO,1420,Ligue 1,2024-2025,51.65,https://www.transfermarkt.fr/sco-angers/startseite/verein/1420/saison_id/2024
FC Nantes,995,Ligue 1,2024-2025,114.65,https://www.transfermarkt.fr/fc-nantes/startseite/verein/995/saison_id/2024
LOSC Lille,1082,Ligue 1,2024-2025,336.6,https://www.transfermarkt.fr/losc-lille/startseite/verein/1082/saison_id/2024
Le Havre AC,738,Ligue 1,2024-2025,70.55,https://www.transfermarkt.fr/ac-le-havre/startseite/verein/738/saison_id/2024
Montpellier Hérault SC,969,Ligue 1,2024-2025,65.85,https://www.transfermarkt.fr/montpellier-hsc/startseite/verein/969/saison_id/2024
OGC Nice,417,Ligue 1,2024-2025,227.05,https://www.transfermarkt.fr/ogc-nizza/startseite/verein/417/saison_id/2024
Olympique Lyonnais,1041,Ligue 1,2024-2025,309.85,https://www.transfermarkt.fr/olympique-lyon/startseite/verein/1041/saison_id/2024
Olympique de Marseille,244,Ligue 1,2024-2025,358.0,https://www.transfermarkt.fr/olympique-marseille/startseite/verein/244/saison_id/2024
Paris Saint-Germain,583,Ligue 1,2024-2025,1140.0,https://www.transfermarkt.fr/fc-paris-saint-germain/startseite/verein/583/saison_id/2024
RC Lens,826,Ligue 1,2024-2025,221.45,https://www.transfermarkt.fr/rc-lens/startseite/verein/826/saison_id/2024
RC Strasbourg Alsace,667,Ligue 1,2024-2025,307.85,https://www.transfermarkt.fr/rc-strassburg-alsace/startseite/verein/667/saison_id/2024
Stade Brestois 29,3911,Ligue 1,2024-2025,110.65,https://www.transfermarkt.fr/stade-brest-29/startseite/verein/3911/saison_id/2024
Stade Rennais FC,273,Ligue 1,2024-2025,294.7,https://www.transfermarkt.fr/fc-stade-rennes/startseite/verein/273/saison_id/2024
Stade de Reims,1421,Ligue 1,2024-2025,152.5,https://www.transfermarkt.fr/stade-reims/startseite/verein/1421/saison_id/2024
Toulouse FC,415,Ligue 1,2024-2025,121.6,https://www.transfermarkt.fr/fc-toulouse/startseite/verein/415/saison_id/2024
AC Ajaccio,1147,Ligue 2,2017-2018,13.35,https://www.transfermarkt.fr/ac-ajaccio/startseite/verein/1147/saison_id/2017
AJ Auxerre,290,Ligue 2,2017-2018,17.85,https://www.transfermarkt.fr/aj-auxerre/startseite/verein/290/saison_id/2017
AS Nancy-Lorraine,1159,Ligue 2,2017-2018,17.5,https://www.transfermarkt.fr/as-nancy-lorraine/startseite/verein/1159/saison_id/2017
Chamois Niortais FC,1161,Ligue 2,2017-2018,12.1,https://www.transfermarkt.fr/chamois-niortais-fc/startseite/verein/1161/saison_id/2017
Clermont Foot 63,3524,Ligue 2,2017-2018,13.45,https://www.transfermarkt.fr/clermont-foot-63/startseite/verein/3524/saison_id/2017
FC Lorient,1158,Ligue 2,2017-2018,26.95,https://www.transfermarkt.fr/fc-lorient/startseite/verein/1158/saison_id/2017
FC Sochaux-Montbéliard,750,Ligue 2,2017-2018,15.7,https://www.transfermarkt.fr/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2017
Football Bourg-en-Bresse Péronnas 01,2972,Ligue 2,2017-2018,12.25,https://www.transfermarkt.fr/bourg-en-bresse-peronnas-01/startseite/verein/2972/saison_id/2017
GFC Ajaccio,3558,Ligue 2,2017-2018,14.45,https://www.transfermarkt.fr/gfc-ajaccio/startseite/verein/3558/saison_id/2017
LB Châteauroux,1175,Ligue 2,2017-2018,11.95,https://www.transfermarkt.fr/lb-chateauroux/startseite/verein/1175/saison_id/2017
Le Havre AC,738,Ligue 2,2017-2018,25.3,https://www.transfermarkt.fr/ac-le-havre/startseite/verein/738/saison_id/2017
Nîmes Olympique,1160,Ligue 2,2017-2018,26.65,https://www.transfermarkt.fr/nimes-olympique/startseite/verein/1160/saison_id/2017
Paris FC,10004,Ligue 2,2017-2018,8.85,https://www.transfermarkt.fr/paris-fc/startseite/verein/10004/saison_id/2017
Quevilly Rouen Métropole,7124,Ligue 2,2017-2018,9.3,https://www.transfermarkt.fr/quevilly-rouen-metropole/startseite/verein/7124/saison_id/2017
RC Lens,826,Ligue 2,2017-2018,23.6,https://www.transfermarkt.fr/rc-lens/startseite/verein/826/saison_id/2017
Stade Brestois 29,3911,Ligue 2,2017-2018,20.75,https://www.transfermarkt.fr/stade-brest-29/startseite/verein/3911/saison_id/2017
Stade de Reims,1421,Ligue 2,2017-2018,26.25,https://www.transfermarkt.fr/stade-reims/startseite/verein/1421/saison_id/2017
Tours FC,3161,Ligue 2,2017-2018,17.25,https://www.transfermarkt.fr/fc-tours/startseite/verein/3161/saison_id/2017
US Orléans,10868,Ligue 2,2017-2018,9.15,https://www.transfermarkt.fr/us-orleans/startseite/verein/10868/saison_id/2017
Valenciennes FC,1423,Ligue 2,2017-2018,17.8,https://www.transfermarkt.fr/fc-valenciennes/startseite/verein/1423/saison_id/2017
AC Ajaccio,1147,Ligue 2,2018-2019,10.78,https://www.transfermarkt.fr/ac-ajaccio/startseite/verein/1147/saison_id/2018
AJ Auxerre,290,Ligue 2,2018-2019,22.7,https://www.transfermarkt.fr/aj-auxerre/startseite/verein/290/saison_id/2018
AS Béziers,10867,Ligue 2,2018-2019,9.6,https://www.transfermarkt.fr/as-beziers/startseite/verein/10867/saison_id/2018
AS Nancy-Lorraine,1159,Ligue 2,2018-2019,18.4,https://www.transfermarkt.fr/as-nancy-lorraine/startseite/verein/1159/saison_id/2018
Chamois Niortais FC,1161,Ligue 2,2018-2019,12.7,https://www.transfermarkt.fr/chamois-niortais-fc/startseite/verein/1161/saison_id/2018
Clermont Foot 63,3524,Ligue 2,2018-2019,20.55,https://www.transfermarkt.fr/clermont-foot-63/startseite/verein/3524/saison_id/2018
ESTAC Troyes,1095,Ligue 2,2018-2019,36.05,https://www.transfermarkt.fr/es-troyes-ac/startseite/verein/1095/saison_id/2018
FC Lorient,1158,Ligue 2,2018-2019,33.95,https://www.transfermarkt.fr/fc-lorient/startseite/verein/1158/saison_id/2018
FC Metz,347,Ligue 2,2018-2019,43.25,https://www.transfermarkt.fr/fc-metz/startseite/verein/347/saison_id/2018
FC Sochaux-Montbéliard,750,Ligue 2,2018-2019,21.85,https://www.transfermarkt.fr/fc-sochaux-montbeliard/startseite/verein/750/saison_id/2018
GFC Ajaccio,3558,Ligue 2,2018-2019,9.6,https://www.transfermarkt.fr/gfc-ajaccio/startseite/verein/3558/saison_id/2018
Grenoble Foot 38,1290,Ligue 2,2018-2019,11.75,https://www.transfermarkt.fr/grenoble-foot-38/startseite/verein/1290/saison_id/2018
LB Châteauroux,1175,Ligue 2,2018-2019,15.25,https://www.transfermarkt.fr/lb-chateauroux/startseite/verein/1175/saison_id/2018
Le Havre AC,738,Ligue 2,2018-2019,23.3,https://www.transfermarkt.fr/ac-le-havre/startseite/verein/738/saison_id/2018
Paris FC,10004,Ligue 2,2018-2019,19.08,https://www.transfermarkt.fr/paris-fc/startseite/verein/10004/saison_id/2018
RC Lens,826,Ligue 2,2018-2019,29.7,https://www.transfermarkt.fr/rc-lens/startseite/verein/826/saison_id/2018
Red Star FC,1154,Ligue 2,2018-2019,11.2,https://www.transfermarkt.fr/red-star-fc/startseite/verein/1154/saison_id/2018
Stade Brestois 29,3911,Ligue 2,2018-2019,32.35,https://www.transfermarkt.fr/stade-brest-29/startseite/verein/3911/saison_id/2018
US Orléans,10868,Ligue 2,2018-2019,11.5,https://www.transfermarkt.fr/us-orleans/startseite/verein/10868/saison_id/2018
Valenciennes FC,1423,Ligue 2,2018-2019,16.15,https://www.transfermarkt.fr/fc-valenciennes/startseite/verein/1423/saison_id/2018
